"gene","logFC_cellbender","FDR_cellbender","logFC_cellranger","FDR_cellranger","concordant_DE"
"LINC02288",-2.61019627546305,2.45616139169648e-05,-2.72256701195227,1.71312452612239e-06,TRUE
"RAB7A",-0.223572640445656,2.475144195354e-05,-0.226014801608976,0.0001539970567972,TRUE
"BCKDHA",-0.497527188293722,2.475144195354e-05,-0.322554043425768,0.00324277447844463,TRUE
"RNASEH1",-0.525362255252981,2.48415387131346e-05,-0.487877142616958,7.94718401118052e-05,TRUE
"LRRC37B",0.491892239006873,2.48622622469999e-05,0.582541224498986,9.1312537190248e-06,TRUE
"ASXL1",-0.223797207233271,2.48840918178716e-05,-0.261070467892519,3.72101326304962e-05,TRUE
"XPOT",-0.473868323397859,2.50619886587929e-05,-0.434212543369371,0.00029978382260917,TRUE
"AP001011.1",-0.330429695413902,2.50817663353785e-05,-0.385402196383462,2.28383906452085e-05,TRUE
"LZIC",0.537974469560614,2.525912697723e-05,0.504816157236534,7.34594776879525e-07,TRUE
"DOCK4",0.642628997996377,2.525912697723e-05,0.565470641940045,0.000493510707348228,TRUE
"COL5A3",-0.737827161258611,2.52729852445644e-05,-0.981243286411789,4.40795407331454e-05,TRUE
"MYO7A",1.17214788734662,2.53571523594577e-05,1.19795994642406,2.33087251779796e-05,TRUE
"TAPBP",0.545859734335946,2.53686351941262e-05,0.312097139101819,0.000171630317429788,TRUE
"AL160254.1",0.70678653853214,2.55397104310368e-05,0.732154016392811,0.000135334317524728,TRUE
"AC079921.1",-0.646796088093109,2.56935340343633e-05,-0.679545594386787,2.66546863426563e-05,TRUE
"SLC27A1",0.408774670576044,2.57028393763768e-05,0.235735614851296,0.000978117109610873,TRUE
"NIN",0.452680946969573,2.57438152471958e-05,0.198879688867304,0.00992430137820529,TRUE
"RFX7",0.259645004992185,2.57828230966903e-05,0.386925547277751,8.96498101664312e-07,TRUE
"PSPH",0.555297320423219,2.60579568737993e-05,0.525747593874813,9.11912968933442e-05,TRUE
"SLC30A5",-0.326432055855847,2.61969886766342e-05,-0.326739307120671,0.000140479498153381,TRUE
"VARS",-0.875831051957221,2.64382816156733e-05,-0.764971055042502,0.000208692878712139,TRUE
"AC079140.6",0.904060962985013,2.66119338922018e-05,0.807696844079773,1.03866257966538e-05,TRUE
"PNO1",-0.892636318697131,2.66201808785502e-05,-0.84582314873717,5.66946289209698e-05,TRUE
"MXD4",0.775035057282048,2.68134643907314e-05,0.357548489988759,0.000344227352846562,TRUE
"ZNF800",-0.303600327588775,2.6845661747173e-05,-0.310944650007694,0.000169411835165421,TRUE
"NOL10",-0.289680428800823,2.69119004738648e-05,-0.280650438291276,0.000236817853124621,TRUE
"SPDYA",-0.893213685595036,2.71045047324184e-05,-1.08334939878962,0.000165914262649734,TRUE
"WDR17",0.806495165216909,2.71497000941665e-05,0.800735741654112,0.000115543378741923,TRUE
"IPMK",-0.546965327657387,2.72018813801965e-05,-0.577684186983464,6.63849207017245e-05,TRUE
"LINC02296",1.212810591028,2.72879286628933e-05,1.82804579332971,2.72965858093444e-06,TRUE
"ELMOD2",0.614730890291997,2.73051540552761e-05,0.270948468329178,0.010423569222949,TRUE
"DMTF1",0.254612768791508,2.73315219092801e-05,0.266028722181247,0.000199193380923293,TRUE
"RTTN",0.382984997066035,2.7763822199394e-05,0.383862292872445,0.000202639591997104,TRUE
"EIF1",-1.09985852298833,2.77846844304799e-05,-0.182969722486273,0.00786688367328134,TRUE
"RABL2B",0.513828372211186,2.77944996867615e-05,0.590145948427011,1.92508427176634e-05,TRUE
"COL4A2-AS1",-1.52405162600656,2.78142737040121e-05,-1.44478562832016,5.30030290176154e-05,TRUE
"TTC12",0.614641744863313,2.78398834501301e-05,0.742048710109995,2.12946019019266e-06,TRUE
"HERC5",1.03672209950249,2.786144882552e-05,0.930855715030002,1.54190317989985e-06,TRUE
"MEIS1",0.425591501059671,2.80873747399501e-05,0.458699220901916,7.14624341092015e-05,TRUE
"KHDC4",-0.312343783660033,2.81363771923162e-05,-0.322517673700238,4.65108019737689e-05,TRUE
"UBE2H",-0.417947805229989,2.82548349673692e-05,-0.415394386301383,2.9243731805711e-05,TRUE
"ANXA4",0.322518198950457,2.83466719050794e-05,0.420188747604719,1.48383252944079e-05,TRUE
"RGMB",0.660941907985783,2.83636162124346e-05,0.747829809607188,5.60415525344584e-06,TRUE
"SLC25A18",-1.48598427269262,2.84889034348595e-05,-1.27473759195046,0.00010732981038391,TRUE
"BCAT2",-0.710891944252577,2.87660489285099e-05,-0.630974727121127,0.00030238358729532,TRUE
"DTX3",0.904475277783219,2.87780668189766e-05,0.455455652711886,0.000408567951243109,TRUE
"LAMC1-AS1",-0.721105912633447,2.90918390726586e-05,-0.721051552225018,6.10586846067703e-05,TRUE
"TRAF5",0.497666365925809,2.92676491032768e-05,0.539459045095563,1.8940498949026e-05,TRUE
"CLIP4",-0.567080751214648,2.92772495862906e-05,-0.633088532773468,5.02480631275835e-05,TRUE
"SULT1C4",0.952815371653801,2.94100177580828e-05,0.982576448927189,2.85619724079004e-05,TRUE
"VDAC1",-1.2434283817386,2.94247203246385e-05,-0.464475860373394,2.09465948232963e-06,TRUE
"AC009060.1",-0.406709759063589,2.94247203246385e-05,-0.390200927452261,0.00020591124519629,TRUE
"RGS17",1.09923002451501,2.95419686397929e-05,1.17014242313197,2.49462755346399e-05,TRUE
"UHRF2",-0.249394274163021,2.95830466926777e-05,-0.258963308946578,8.34498328784518e-05,TRUE
"NAV1",0.320228679071294,2.96634556265106e-05,0.555673008460826,0.000125470021372965,TRUE
"LAMA1",-1.2393458608451,2.96634556265106e-05,-1.29179671831166,3.05584747003015e-05,TRUE
"TRANK1",0.485786163609749,2.96713286769908e-05,0.60770727114225,4.3432818180088e-06,TRUE
"SYMPK",-0.282591975214833,2.97999033584845e-05,-0.241822278919169,0.000597611658553563,TRUE
"ZFAS1",-0.62943094293344,2.9966476928259e-05,-0.635520601657964,3.73262983118197e-05,TRUE
"HYAL1",1.20323367495733,3.00892699909521e-05,0.28546362188115,0.0850714637780651,FALSE
"CCDC34",0.950989415785836,3.00892699909521e-05,0.941845999565772,0.000368532532650502,TRUE
"CBFB",-0.270639122293615,3.0106515212773e-05,-0.284208808127052,0.000221642126118306,TRUE
"TCTA",0.518487323369436,3.0144594403048e-05,0.577845710375566,5.94135825906635e-06,TRUE
"AC007686.4",-1.80792263054518,3.02461437790194e-05,-1.64122112297587,1.89898545558949e-05,TRUE
"WWC2",-0.206634759023118,3.03829370807444e-05,-0.188701235062641,0.00551750498315478,TRUE
"ADAMTSL4",-0.777901674425358,3.03903281176434e-05,-0.761295817214327,5.18114371484598e-05,TRUE
"SYF2",-1.0029715929877,3.0419115799108e-05,-0.330167430976479,0.0167179760883332,TRUE
"AP1M1",-0.399740971428823,3.0468708028204e-05,-0.382077538569827,0.000146196466710394,TRUE
"ZNF790-AS1",0.395473441358814,3.05686870750254e-05,0.456667278205035,7.62250408086111e-06,TRUE
"AC079382.2",1.98471644811657,3.09290493959085e-05,2.10108101509194,2.45268615554905e-05,TRUE
"AP005131.1",1.49774430001153,3.0935540286275e-05,0.986004930985206,4.38995521458853e-05,TRUE
"PEX2",0.727985916148155,3.10691483690765e-05,0.359224095195667,0.00478346604535547,TRUE
"DNMT3A",0.278653915558562,3.11630782267061e-05,0.330206224306915,1.72561870473859e-05,TRUE
"CDC123",-0.338538976855816,3.13792724991137e-05,-0.299775717601506,0.000580634808804568,TRUE
"AC092683.2",0.617059218115552,3.16134635671856e-05,0.620942800971862,6.91889979746229e-05,TRUE
"DOP1B",0.501214850690246,3.16134635671856e-05,0.441059518681959,0.000419612514046436,TRUE
"FBXL7",-0.236568016556975,3.18290135437571e-05,-0.510638760098964,4.14697487913211e-06,TRUE
"CROCC",0.449867887114872,3.21834207248178e-05,0.53653761306302,1.24372896928646e-05,TRUE
"FAM217B",1.59197743636234,3.24757860897823e-05,0.678546613689489,7.02273140101443e-06,TRUE
"CLIP1",-0.294225561012218,3.29346700219885e-05,-0.31003777241727,0.000166456461733002,TRUE
"MYO5A",0.827238008344187,3.29372173349408e-05,0.245246763605381,0.00365167108450569,TRUE
"AC018797.3",-0.527452407005641,3.29570735734154e-05,-0.552140363456381,2.88513686704219e-05,TRUE
"CTNNAL1",1.29232974779884,3.33091889658657e-05,0.131177116162007,0.29774286576136,FALSE
"DRG1",-0.273766190268489,3.37666434998921e-05,-0.323651411726111,5.18114371484598e-05,TRUE
"ZNF143",-0.382644344643146,3.4027057647727e-05,-0.370083528665305,0.000322875779391012,TRUE
"TMSB15B-AS1",0.524473591711765,3.40923701329884e-05,0.638039241100969,1.4899179843966e-05,TRUE
"PRR13",-1.18423581132211,3.43606920951426e-05,-0.53272842532507,8.51235526392712e-05,TRUE
"FAM111A",0.688571309291714,3.43829685268092e-05,0.547180992995835,2.05664827977017e-05,TRUE
"TYRO3",0.909661076523422,3.44900338103318e-05,0.892143723812003,5.98522576527001e-05,TRUE
"OTUD4",-0.274757600886434,3.47007163711807e-05,-0.233705181132575,0.000496915081917197,TRUE
"AQP4-AS1",1.51955624925855,3.47188186098126e-05,1.1961634963385,7.84345672741075e-05,TRUE
"FRMD5",1.88103794870932,3.47457397928337e-05,0.0438686296719413,0.767998721592626,FALSE
"EMC7",-1.02662767494938,3.48295517597559e-05,-0.21890326988251,0.078806626572493,FALSE
"ZCCHC10",-0.432785196752312,3.48658417328274e-05,-0.451487883704782,0.000183985443704346,TRUE
"ST3GAL1",-0.690165805430116,3.50151136770546e-05,-0.558616617630778,1.19912596853318e-05,TRUE
"AC006001.2",-0.28697858034456,3.50710189106356e-05,-0.314981790935701,9.8522462494767e-05,TRUE
"PLEKHG6",-1.57835170901039,3.50914446820771e-05,-1.66658352253908,1.91441747873365e-05,TRUE
"ADAMTS4",-3.15523767747438,3.59412224517595e-05,-1.74253773174235,1.1288841105748e-05,TRUE
"ADAM22",0.761514367538176,3.59412224517595e-05,0.863504176371337,4.18374363062225e-05,TRUE
"PIGN",0.334885409376856,3.59412224517595e-05,0.482436520496959,5.47156824536215e-06,TRUE
"IKBKG",-0.687486249152648,3.60084920196093e-05,-0.606742028421105,0.000322319928042638,TRUE
"PPRC1",-0.778524658261333,3.60223367353137e-05,-0.764367139982915,0.000161095064884143,TRUE
"CLIC4",-0.404389488955668,3.61181307290685e-05,-0.474623395024662,1.08644334877617e-05,TRUE
"ZNF793",0.6273732736783,3.61181307290685e-05,0.651923808539667,1.6241542027894e-05,TRUE
"OCRL",-0.477969187427827,3.61181307290685e-05,-0.414754719317691,0.000116812921610363,TRUE
"SREK1",-0.278818656871547,3.6165199099862e-05,-0.256826386111463,0.000257951249893022,TRUE
"TAF2",-0.231407541936064,3.61663869169595e-05,-0.196580509256034,0.00168751086120181,TRUE
"C3orf35",-0.672463529964656,3.62383771990611e-05,-0.637158682901776,0.00026112124869149,TRUE
"AL132780.1",0.677822410122984,3.6243260957649e-05,0.72975737703589,6.03452661606838e-06,TRUE
"UBE2Q2L",0.582718267344792,3.63323529042847e-05,0.592896713125055,6.41715234663167e-05,TRUE
"NEURL1",-0.777768566759197,3.64392617404532e-05,-0.822430451431167,0.000105681880570761,TRUE
"HSPA4L",0.694576958111448,3.65187883749133e-05,0.695812992911984,0.000112210304147373,TRUE
"ITGA11",0.706054716737678,3.65470642422727e-05,0.816989412729073,6.00567548839484e-05,TRUE
"AC024075.3",-0.570269125435583,3.65470642422727e-05,-0.48918501777204,0.000285894223388125,TRUE
"SLFN12L",1.30435826003211,3.66518951919676e-05,0.893267086311391,2.94030513239518e-06,TRUE
"PLEKHH2",0.543413644871904,3.6669015413717e-05,0.682870800805657,0.000153857652994654,TRUE
"AC007262.2",1.7399609079901,3.68281273844935e-05,1.0897195184883,8.29230085159254e-06,TRUE
"CARHSP1",-0.453636817332793,3.70534611868627e-05,-0.467449272290529,0.000150003763883661,TRUE
"ZNF451-AS1",-0.323934020573976,3.75275751125992e-05,-0.341919435180054,0.000267683965709182,TRUE
"AC064807.1",0.741735280397265,3.75875417400543e-05,0.39754507481415,0.00409567636120414,TRUE
"HK1",-0.478619625637674,3.76323400839021e-05,-0.59540980391347,0.000132298100635763,TRUE
"ACE2",-2.22723529861443,3.80034679329076e-05,-1.93455369589738,6.6995329136786e-08,TRUE
"SH2D4A",0.80579450844017,3.80862252217905e-05,0.854386786055323,2.17531392424136e-05,TRUE
"COL6A3",-0.197399318155888,3.82867575324977e-05,-0.468069044039507,2.21726089588576e-05,TRUE
"CDC42EP4",-0.74648990300713,3.85317785439921e-05,-0.708028739110371,3.82924001818123e-05,TRUE
"ZFYVE19",1.07929019771565,3.85883184510416e-05,0.824325214514111,0.000273632186431007,TRUE
"SLC35E2B",0.380924101013537,3.87000368663204e-05,0.432698550167945,1.2628427925513e-05,TRUE
"SH3RF1",-0.295092815492398,3.88890904269002e-05,-0.410507205328833,0.000135061170370044,TRUE
"ARRDC3-AS1",-0.864119978947157,3.90203461448011e-05,-0.710730914106208,0.000134757236743199,TRUE
"DNAJC2",-0.296128635160786,3.90203461448011e-05,-0.249363442728368,0.00107316830981864,TRUE
"TRIM25",0.631498368674249,3.93736947662556e-05,0.311583547761179,0.00165788329599909,TRUE
"AP001172.1",0.618128747742284,3.94364407539692e-05,0.602810168542907,0.000159770597213568,TRUE
"ADGRL3",0.654729381590463,3.9742295975966e-05,0.981317609565517,1.37337927194315e-05,TRUE
"ARFGEF2",-0.219310035870923,3.97514475669297e-05,-0.236459629432191,0.000177482866924122,TRUE
"ZBED5-AS1",1.672653338336,3.99694343698492e-05,0.716152715330064,5.09468700382797e-05,TRUE
"ADGRD1-AS1",-1.62010034715667,3.99984046625733e-05,-1.49141308006059,6.78403596254393e-05,TRUE
"CERS5",-0.299949166738502,4.00240155138593e-05,-0.270138319335521,0.00165862750246359,TRUE
"TMEM208",-1.14007327525765,4.01016422426315e-05,-0.575632132595682,0.000305068172128663,TRUE
"GDPD1",1.37726155365908,4.02762564118376e-05,0.673866970660368,0.000419037811447648,TRUE
"WFS1",1.73604846855953,4.02763337609678e-05,0.208490935070599,0.107659218784767,FALSE
"LIPC",1.11679950099854,4.0488381142682e-05,1.12437312433215,3.61335941076262e-05,TRUE
"IKZF2",1.04425412510369,4.0491717377834e-05,0.470615890333077,0.000799795672787077,TRUE
"POLR1E",-0.973794469945862,4.0491717377834e-05,-1.01100822210053,2.01488936840352e-05,TRUE
"PLXNC1",0.461861813399803,4.0491717377834e-05,0.481302667733699,0.000106258381725299,TRUE
"PEX26",-0.36199160760612,4.06254787821341e-05,-0.342031687788883,0.000226560345424003,TRUE
"AC012184.4",-0.524626683554361,4.06643610469964e-05,-0.464848106390168,0.000337014618013688,TRUE
"ANO1",1.76537331036802,4.08578900686516e-05,1.43173265516764,0.000225491490349812,TRUE
"ASB13",-0.620730192440121,4.10546387119198e-05,-0.600710795562873,0.000168874634677302,TRUE
"LRRC8C",1.2524698380872,4.11445110414688e-05,0.218544343534809,0.127787733991528,FALSE
"PLD3",0.19763261111747,4.12263548236326e-05,0.272050428885131,1.90865816884766e-06,TRUE
"AC016831.7",-0.414490121284905,4.14398822875275e-05,-0.535557252654957,5.6925864607401e-06,TRUE
"AC005828.1",1.32219706805597,4.14398822875275e-05,1.27940331324254,0.000181978939509123,TRUE
"ANKS1A",0.429210138645217,4.1627843284976e-05,0.139319260002783,0.12223063455055,FALSE
"SPIRE1",-0.383695797711804,4.18860834327455e-05,-0.361607177324074,6.18725082269236e-05,TRUE
"ACVR1B",-0.590737763745013,4.19728154679136e-05,-0.629099415713458,7.83374864396076e-05,TRUE
"GHR",0.565121244012776,4.23842443004847e-05,0.727037018839029,0.00015385739407729,TRUE
"RLIM",-0.646692194269004,4.23842443004847e-05,-0.403309030182905,0.000211995740752211,TRUE
"AC016745.1",-2.08584313251733,4.24787623490484e-05,-2.26462624722335,3.21933979708447e-05,TRUE
"HGS",-0.418947802981815,4.25069761591325e-05,-0.393765378884182,0.000212380662002604,TRUE
"GKAP1",0.833515178203529,4.25318668930096e-05,0.357758756281191,0.0165027276420233,TRUE
"PABPC4",-1.12230130726974,4.26520482439508e-05,-0.517869616692761,0.000309590844661189,TRUE
"ICK",0.435160950572804,4.26520482439508e-05,0.483424468245453,6.28923727598076e-05,TRUE
"TNFAIP8",1.8078874433876,4.26783685525548e-05,0.588591802739204,1.32766721825113e-07,TRUE
"STXBP5",0.211204347866462,4.29128342299502e-05,0.228100829525814,0.00147389951772466,TRUE
"CLTB",-0.804179517582955,4.29485420660652e-05,-0.345660019881729,0.00125447720622238,TRUE
"XRCC5",-0.223073206947993,4.33161212537541e-05,-0.244352347798022,0.000403546736230042,TRUE
"HMGN3",1.0799023090905,4.35358394696099e-05,0.298457816732139,0.000654207433558586,TRUE
"UBR3",0.151688639505258,4.3888899430616e-05,0.122330720951233,0.00410292060630186,TRUE
"TMEM65",1.23345469308804,4.3888899430616e-05,0.210492809161724,0.00202278464594287,TRUE
"GDAP1L1",-0.495782806914223,4.4298147214479e-05,-0.506962486442874,0.000419818415440952,TRUE
"SLC44A5",2.23786330074456,4.43689822120253e-05,0.681518136052898,0.00473699931575846,TRUE
"IL7",0.452012784342477,4.44294590367197e-05,0.562598038724157,1.64636327786936e-05,TRUE
"AC074032.1",-0.241553391280915,4.44556325219461e-05,-0.24429012227385,0.000894195537595492,TRUE
"UMAD1",0.290652464438693,4.46046796714571e-05,0.181285675073501,0.0138865130956807,TRUE
"NR6A1",1.23432093013562,4.46046796714571e-05,0.441027912331589,0.00141399125314936,TRUE
"ARMC2",0.482637680586407,4.46120350753028e-05,0.319223115389045,0.000687683417180449,TRUE
"DZIP1",0.401848675770873,4.46832390428086e-05,0.464090831727966,4.31788632061655e-05,TRUE
"ZNF717",0.389807122548052,4.47986693791619e-05,0.491263776358359,1.06575451721812e-05,TRUE
"SLCO3A1",0.513776326370781,4.47986693791619e-05,0.303946140401714,0.00352710675145187,TRUE
"LINC02603",-0.606964820929577,4.4844728684692e-05,-0.643062310694744,2.84453425848323e-05,TRUE
"PLEKHG3",0.699117793367107,4.4844728684692e-05,0.75465743251729,5.06291938157077e-05,TRUE
"SNTB1",0.521634521671359,4.51259643182079e-05,0.719424326129996,7.94718401118052e-05,TRUE
"SLC9B2",-0.730860934467805,4.53290159792328e-05,-0.762925413110134,7.64235646278159e-05,TRUE
"ASPA",0.885939676480957,4.54331933840977e-05,0.880167024267786,0.000136115071572996,TRUE
"MTPAP",-0.514047671303687,4.54783107589927e-05,-0.386712820350854,0.00107860102350694,TRUE
"PDE12",-0.700997183901201,4.5562198451761e-05,-0.47912953100306,0.000236012171584197,TRUE
"AC090772.2",-0.985830432220828,4.56023290328554e-05,-1.00919138920332,5.1246571649336e-05,TRUE
"PSME3",-0.731498200022684,4.58083947325649e-05,-0.55358969508078,0.00109528227928439,TRUE
"EIF2B2",-0.563710008679012,4.58136234901755e-05,-0.491548186308438,0.0005441731106166,TRUE
"AMN1",0.434581224694562,4.60503480330303e-05,0.420579232355293,0.000249277540034725,TRUE
"MRPS31",0.371372893511358,4.63525382953462e-05,0.394779437064183,6.8325916200843e-05,TRUE
"COPS2",-0.343715694121514,4.64694786671944e-05,-0.302287057449269,0.000790534384761762,TRUE
"DTD2",0.468598276589479,4.66031249165193e-05,0.479343987648748,3.52355198851108e-05,TRUE
"AL020995.1",-0.451244032709888,4.66612047777534e-05,-0.436315090857062,0.000329912100230837,TRUE
"HEATR6",0.523842271038594,4.66956691137362e-05,0.491066351254298,7.05785543552791e-05,TRUE
"SLCO2B1",0.806608561035322,4.6728087782794e-05,0.780387379946881,0.000171733966455584,TRUE
"TCAIM",0.620963908812784,4.67986202541238e-05,0.374336837675129,0.00269031976325609,TRUE
"PCYT1A",-0.287988046689326,4.69462642924654e-05,-0.287935637902807,0.000220307242098101,TRUE
"ZNF362",0.410082002939512,4.69648440109566e-05,0.480473039858483,1.71132274439423e-05,TRUE
"MPDZ",0.334361678950882,4.7260701003837e-05,0.22596110775517,0.00783114193451043,TRUE
"SLFN11",0.745392877917377,4.73722025309907e-05,0.629270939328746,1.79173967105843e-05,TRUE
"CNOT8",-0.416959968029993,4.74085346259718e-05,-0.392482765328134,0.000185592387617054,TRUE
"AC103923.1",1.04080203772343,4.74343582365284e-05,1.04384060234002,8.12337267934072e-05,TRUE
"FAM227A",0.59247296613188,4.75307681248631e-05,0.605994260436467,4.94515900830957e-05,TRUE
"TLE2",-0.706655243447526,4.7625386100149e-05,-0.763294450683301,0.000226231568600745,TRUE
"SLC16A3",-0.452952677168826,4.82715362015626e-05,-0.435830185137459,0.000225626778627301,TRUE
"MAGI1",1.26003476594639,4.83938981606098e-05,0.0867384126919205,0.379296193459118,FALSE
"TBRG4",-1.63297446683719,4.840002385692e-05,-0.573207439703789,0.000859251097830921,TRUE
"AC080038.1",0.928702805298637,4.85988042395387e-05,0.962975310742486,5.37438575913984e-05,TRUE
"ATP6V1E1",-0.47938231206447,4.85988042395387e-05,-0.376808631049684,3.93768109978393e-05,TRUE
"BTBD3",0.43180410077788,4.87331767984976e-05,0.466924828127392,3.3973154041952e-05,TRUE
"HECA",-0.375608627035249,4.91748094238232e-05,-0.328851670002125,0.000654824454732972,TRUE
"FAM242F",-1.11695210611442,4.98284564366445e-05,-1.05678468532632,4.5219177950431e-05,TRUE
"PKD1L1",1.57550768660695,4.99439060189265e-05,0.0918878604181131,0.52853328592883,FALSE
"ADAMTS17",-0.592066349190974,5.01492454612846e-05,-0.753853699419743,0.000108105653519419,TRUE
"ZXDC",-0.270608431622447,5.04202065831888e-05,-0.287258571474667,0.000289811210240129,TRUE
"ARID5B",-0.529269092113142,5.08993728007219e-05,-0.758031529359374,5.50193571966736e-06,TRUE
"LNPEP",0.499299721446295,5.10138082495479e-05,0.0663213694880688,0.301039951504936,FALSE
"AC105916.1",0.686237025869694,5.10455227232941e-05,0.826693406827582,5.04718502450885e-06,TRUE
"TEX26-AS1",-1.17413556981558,5.11169101924607e-05,-1.21507668430577,0.000267868232692086,TRUE
"MEDAG",-0.982020240230648,5.11169101924607e-05,-1.03632918686551,0.000169395475013496,TRUE
"AC040173.1",-1.74148191021791,5.1221100323857e-05,-1.74858747070197,6.41715234663167e-05,TRUE
"CAMKMT",-0.309519603693408,5.12416263862196e-05,-0.360839517260635,0.000548625049045691,TRUE
"LINC00968",1.1275475191686,5.12416263862196e-05,1.08767345257699,0.000264355626707219,TRUE
"PTPRT",0.973200969336145,5.13578048064722e-05,1.36561854627087,8.1576831086719e-05,TRUE
"CASP10",1.74868422432718,5.14825677363863e-05,0.17748335121189,0.217158549033597,FALSE
"SNRNP48",0.610683815924982,5.1675683803321e-05,0.238600307690577,0.031480911813678,TRUE
"ERICH6-AS1",0.722293300377167,5.17985908981632e-05,0.721208650401038,7.3173779263819e-05,TRUE
"DDX52",-0.36553998011922,5.17985908981632e-05,-0.36647951434062,0.000138024219503577,TRUE
"EIF4E",-0.370684846018496,5.19338404720257e-05,-0.346904738569688,0.000510782006966101,TRUE
"USP8",-0.258735036915184,5.21117114711013e-05,-0.26436878574258,8.48740917817655e-05,TRUE
"MRRF",-0.311462096731849,5.21318393055272e-05,-0.246437543284267,0.00127809072246685,TRUE
"AKAP11",0.316586377290762,5.21318393055272e-05,0.370928879220827,4.90831961781259e-05,TRUE
"LAMTOR5-AS1",-0.264751614612191,5.21387646971584e-05,-0.21292136279392,0.00264264988599535,TRUE
"MTOR",-0.35406469662237,5.2821658085425e-05,-0.349870069434842,0.000236201314917546,TRUE
"ORC4",0.350818137745948,5.29237997301966e-05,0.350125930699245,0.000132354508007546,TRUE
"PPFIA1",-0.216945976883617,5.29416567404379e-05,-0.19037363126736,0.00154970132183655,TRUE
"AL353801.1",-0.984595228645492,5.35001458842182e-05,-0.919772905249032,0.000288205850954218,TRUE
"ILK",0.332207626510632,5.36659563542375e-05,0.331518787228565,7.66465740873976e-05,TRUE
"AC024145.1",-0.51970851401794,5.39111104186234e-05,-0.591696737077168,1.87051933065208e-05,TRUE
"ME3",0.988578213738384,5.44404985189922e-05,0.225232070949007,0.108660815411713,FALSE
"TLCD2",-1.11961592200635,5.46041845892989e-05,-1.17490488761665,8.87663075383952e-05,TRUE
"BMP4",1.00651697835534,5.47138545716634e-05,1.07278342167574,9.20269011069573e-05,TRUE
"DHTKD1",-0.53796830800552,5.48156744240216e-05,-0.537492562694253,0.000211995740752211,TRUE
"HSPA9",-0.512108863849616,5.49121282946218e-05,-0.339986618346501,0.00108947061234705,TRUE
"NCOR1",-0.145327682211458,5.49342111149466e-05,-0.178571998308684,0.000263359889131129,TRUE
"AL035071.2",-0.73422425818812,5.50075763992138e-05,-0.65954911066967,0.000282088313794002,TRUE
"AC025576.3",-0.621155743641067,5.50610454472866e-05,-0.692672885638132,5.80925154787866e-05,TRUE
"TMEM69",0.495024107932089,5.55523316038625e-05,0.398370884080353,0.00110811689214903,TRUE
"TAF13",-0.623306657621293,5.55721622210075e-05,-0.551928890867916,0.000141770082179106,TRUE
"ZNF433",-0.599616703490207,5.57663907455031e-05,-0.526870116528174,0.000517165229308258,TRUE
"ADK",0.31965863008721,5.57685163507473e-05,0.179308042125002,0.0204652406500633,TRUE
"BRIX1",-0.795025217167714,5.62506667140464e-05,-0.431722373206493,0.0017094796986568,TRUE
"GPRC5B",1.69471964968982,5.66480249141559e-05,0.303088848516321,0.0608488298654393,FALSE
"AC108047.1",0.645295979287075,5.6861922448947e-05,0.739426396688909,1.63877072699795e-05,TRUE
"AC231533.1",0.851629743973712,5.6861922448947e-05,0.909632030512291,3.82168994979547e-05,TRUE
"RADIL",0.415368606675879,5.70267593916947e-05,0.481009462699702,0.000103335690091295,TRUE
"SGCE",0.272994711359493,5.70267593916947e-05,0.378370857705211,4.91787611752748e-06,TRUE
"MAP2K7",-0.424260924386691,5.70267593916947e-05,-0.406303926816055,7.98933442856299e-05,TRUE
"ACTR3",-0.49780325657506,5.71462640112674e-05,-0.331749793569396,0.00108428449667338,TRUE
"INKA2",-0.302821845308177,5.71586786041908e-05,-0.278166823823092,0.00135616118960159,TRUE
"AC005920.2",-0.383687233251583,5.71639606994133e-05,-0.40711401395556,0.000136477086632661,TRUE
"FBLN1",0.490958491745735,5.71639606994133e-05,0.804806384253072,1.34996718832703e-05,TRUE
"MSL1",-0.286534089515208,5.71670354740571e-05,-0.245534654737557,0.0014731487768888,TRUE
"LARP6",-0.597660913148264,5.7416484914681e-05,-0.648229579004237,4.22292167830482e-05,TRUE
"HEATR5B",0.358004905253447,5.75485408737997e-05,0.207835486029431,0.00897798183877815,TRUE
"PAAF1",0.445358190581233,5.77955700804087e-05,0.394068528490465,0.000150365373801179,TRUE
"PHIP",0.281420775294391,5.78170585674112e-05,0.296893322023919,9.8531173296438e-05,TRUE
"MOV10",0.550061895671719,5.78529967704045e-05,0.460194622178416,2.66037323786562e-05,TRUE
"METTL8",-0.319142550477658,5.78529967704045e-05,-0.299023579297766,0.000759274984384559,TRUE
"TBCEL",-0.353364243289794,5.78529967704045e-05,-0.371966311429091,0.000104623678992701,TRUE
"TSHZ3",0.313506519582189,5.78529967704045e-05,0.443865827752718,9.65291606538758e-06,TRUE
"TIMP3",-0.471610209000648,5.78529967704045e-05,-0.670249234034898,0.000234066674716556,TRUE
"OFD1",0.370237205740171,5.78529967704045e-05,0.412851307769937,3.55109335847031e-05,TRUE
"SH3YL1",0.59566744252184,5.79761468936256e-05,0.588734519544035,5.26270718719154e-05,TRUE
"ATP6V0A2",-0.448169138434148,5.80745811226912e-05,-0.475532368018787,7.76860131356794e-05,TRUE
"SRP14-AS1",1.23299811140305,5.83706316622797e-05,0.293080873266286,0.0403592653946602,TRUE
"AL049779.4",-1.1251310378182,5.83889353866713e-05,-1.21065655185115,5.10219086876244e-05,TRUE
