"gene","logFC_cellbender","FDR_cellbender","logFC_cellranger","FDR_cellranger","concordant_DE"
"CPM",-1.26756609239132,6.98892659594301e-17,-2.10769816686312,1.1206625011401e-17,TRUE
"MAP1B",-0.678690113347861,1.72251516598493e-14,-1.29531573255049,5.30767421656783e-14,TRUE
"CDC42EP4",-1.53329106425965,2.88000559620892e-14,-1.73827401574773,4.67841049958499e-14,TRUE
"AP002518.2",-1.29234460516936,2.99930942306274e-14,-1.91448011086541,4.67841049958499e-14,TRUE
"ZBTB16",-1.06858868241449,8.61761967871242e-14,-1.61986425987848,1.85528853669592e-15,TRUE
"SLC39A11",-1.0573835672812,1.3230263947424e-13,-1.52147196246344,2.31199287814661e-13,TRUE
"MDM2",-0.936369201984144,2.52727889415119e-13,-1.19437515316802,4.67841049958499e-14,TRUE
"ADAMTS9",-1.47761113029174,3.61637897981768e-13,-2.61302321236098,2.6596793382597e-12,TRUE
"BMX",-1.35303169968252,2.22552126711359e-12,-1.64390963292752,4.62898901684291e-12,TRUE
"ITIH5",1.43458684377414,2.49566418547808e-12,1.8282253454107,3.63165488353459e-12,TRUE
"RGL3",-1.60565680716184,2.49566418547808e-12,-2.18511640422101,2.53022995227203e-12,TRUE
"SYN3",-0.940759871472556,3.21090110721897e-12,-1.65816522810034,1.85517369366285e-13,TRUE
"TIMP3",-0.741303650091714,3.21090110721897e-12,-1.31958182237028,6.12024402651152e-13,TRUE
"LINC01619",-1.49895667019553,3.38565916646622e-12,-2.05472321953618,4.910240154026e-13,TRUE
"HIPK2",-0.813338296951478,5.20496553482895e-12,-1.53298823338288,3.45378329143996e-11,TRUE
"AL713852.1",-1.78317372660619,7.79826286171471e-12,-1.834927107783,3.20796735412645e-11,TRUE
"NNMT",-1.60574718398197,1.71221521658145e-11,-1.7779505961623,1.26474432850487e-10,TRUE
"GGT5",-1.24143817804637,2.17149378740177e-11,-1.51049376783703,4.54362880065596e-11,TRUE
"ADAMTS9-AS2",0.879723165603843,2.49193851782939e-11,1.59258757812765,2.82926342991757e-11,TRUE
"BCL6",-1.18424909303764,2.56702832849515e-11,-1.4608483711433,2.85999351230955e-10,TRUE
"STARD4-AS1",1.64959947817192,2.56702832849515e-11,1.72215738028034,1.71154605307519e-11,TRUE
"LAMB1",-1.35831239326263,2.56702832849515e-11,-1.65553069698525,3.32832713240477e-11,TRUE
"CACNA1H",-1.37468025069208,2.56702832849515e-11,-1.46023970588649,2.446054449324e-11,TRUE
"ACE2",-1.55918020133678,2.56702832849515e-11,-1.95577549935558,2.51693837364778e-11,TRUE
"SPARCL1",-0.51103807057856,6.77646933509299e-11,-0.68598578687078,3.03305257278629e-11,TRUE
"DENND3",-1.49886658834523,6.77646933509299e-11,-1.82279214958133,2.85999351230955e-10,TRUE
"PER1",-0.944641677143004,9.31107988124005e-11,-1.02692086004643,9.6941241094066e-11,TRUE
"AL513327.1",-0.755958031595873,1.09707574679924e-10,-0.868146033419771,6.39492967517402e-09,TRUE
"LPP",-0.374390523848936,1.23680267030251e-10,-0.751985775791586,3.5324298205673e-11,TRUE
"TMEM74B",1.2376516561745,1.67203550674179e-10,1.27774708188143,4.69333956583226e-10,TRUE
"ANTXR1",0.579508827389264,2.34518286340613e-10,0.832710015545621,2.94342475983208e-11,TRUE
"CERS6",-0.599990820936692,2.34518286340613e-10,-0.798130189233944,2.42552527116328e-08,TRUE
"FKBP5",-1.40502572972966,2.34518286340613e-10,-1.34239713214699,1.50866639858373e-11,TRUE
"NTF3",1.89193589241522,2.34518286340613e-10,2.10493403626457,3.90435745441881e-10,TRUE
"LRRTM3",1.45464784939734,2.8613127168789e-10,0.616833149360738,2.4093697562158e-05,TRUE
"NREP",1.38503002368701,3.34755729790916e-10,1.30042826600583,2.84574281389149e-10,TRUE
"AL034417.2",2.1791964268642,3.57260984882021e-10,2.44709894477033,1.83685504668713e-10,TRUE
"LDB2",1.04749984355752,3.57260984882021e-10,0.747599934800359,1.03737703541366e-11,TRUE
"HMOX2",-1.08507149841617,3.57260984882021e-10,-1.15936122602339,1.32172089462712e-09,TRUE
"TCF7L1",0.594377055139954,4.50593989866845e-10,0.839491394299011,2.84574281389149e-10,TRUE
"UGGT2",-0.543539966550201,4.50593989866845e-10,-0.741838810734845,1.51962507793535e-10,TRUE
"ASAP1",-0.536935115131527,6.30023478177766e-10,-0.84386584018713,3.10107249116509e-09,TRUE
"PITPNM2",0.860405502215557,6.30023478177766e-10,1.13561548566603,5.74253885216267e-11,TRUE
"LIPA",-1.07002214374447,6.69906535300683e-10,-1.48803842441543,1.18106460451454e-09,TRUE
"AC107208.1",1.7386107921198,7.30708635240184e-10,1.6236535846145,5.92222544357825e-10,TRUE
"MOCS1",-0.951676109710792,7.30708635240184e-10,-1.11506442655698,7.54826795241639e-10,TRUE
"STK39",-0.485574653665626,7.41621672714804e-10,-0.848574785382146,2.84574281389149e-10,TRUE
"STXBP4",-1.07037563321463,7.52028209517267e-10,-1.17713298011918,6.39492967517402e-09,TRUE
"LIN7A",-0.580148222194222,7.69492654019514e-10,-0.834017366271982,1.0902816527249e-08,TRUE
"CCDC192",-1.66761370044789,9.58990903794126e-10,-1.92024714832524,1.36337822762691e-09,TRUE
"GMDS-DT",0.514364265203252,1.18090610616262e-09,0.439889567570974,3.12830052521135e-06,TRUE
"DGKB",0.985178370040307,1.18090610616262e-09,1.29440214228719,1.41834119065758e-10,TRUE
"PLA2G4C",0.967030875440966,1.34423903443158e-09,1.17777409329209,1.0045703118684e-09,TRUE
"AC079298.3",-2.44345467288874,2.04313445484091e-09,-2.59765906242058,1.20020812610388e-07,TRUE
"EDNRB",-1.11660299004491,2.83858876140549e-09,-1.29015126672344,2.27826325026694e-07,TRUE
"AC012404.1",0.885744626473322,2.87738706850152e-09,1.02595657182228,7.61027047664532e-10,TRUE
"NEAT1",-0.479220456431067,3.8942398549847e-09,-0.640451074101664,1.78495027295999e-09,TRUE
"NAALAD2",1.6095624749699,4.34609906031585e-09,1.71044069605569,2.42728799700122e-09,TRUE
"IL1RAPL1",0.997614574198215,5.54834743882445e-09,1.12766202362152,2.446054449324e-11,TRUE
"YAF2",-0.578715009203632,6.50793238068713e-09,-0.781729359627364,1.47195062309273e-09,TRUE
"AL590999.1",-0.776988498123996,7.6456492823091e-09,-0.923928742921237,3.48117595452576e-08,TRUE
"CASC15",0.565755547474331,9.56609152003932e-09,0.844486442030338,1.98615639060628e-08,TRUE
"ENPP1",1.0202636080591,1.02903935355156e-08,1.22998363487798,3.48117595452576e-08,TRUE
"DISC1",0.86452125387404,1.09806280985155e-08,0.591089392833612,2.42552527116328e-08,TRUE
"CALD1",-0.258740929888227,1.16478908011024e-08,-0.618193941234955,3.27218174923333e-10,TRUE
"MPPED2",0.798044991030682,1.21254260565025e-08,1.18693529443389,3.04275039151665e-10,TRUE
"MKLN1",-0.407604335763965,1.21930604434756e-08,-0.691752630061774,7.23163445630598e-10,TRUE
"ADAMTS9-AS1",-1.9009642883729,1.29339839085575e-08,-2.43737850729418,6.15319609727332e-09,TRUE
"AP003555.2",1.27375593729144,1.42165551995468e-08,1.36267744939921,3.43703380159198e-08,TRUE
"SLC9A7",-1.82169075835267,1.42165551995468e-08,-1.89434059613609,1.0902816527249e-08,TRUE
"STARD8",1.11517936927076,1.44635373064641e-08,1.35235829905048,7.40327436112848e-09,TRUE
"ANKS1B",1.00270210568128,1.45957173307332e-08,1.51206267016226,1.0902816527249e-08,TRUE
"KIF13A",0.751538179812947,1.495475570278e-08,0.587287775124693,1.8438597474904e-07,TRUE
"PPFIBP2",0.859300896190545,1.495475570278e-08,1.01819560345571,5.62543802115791e-09,TRUE
"ACACB",1.12681336546967,1.57363748432435e-08,0.611729636006917,6.54691264496861e-08,TRUE
"IL18R1",-1.86293152607387,1.60989785578924e-08,-2.19094629569421,3.6358302946811e-09,TRUE
"SMOC2",0.801621022720882,1.63840905859799e-08,1.01379642470871,2.52709628170089e-08,TRUE
"AC119674.1",-1.00853040249347,1.82694545025625e-08,-1.32859951632653,4.30689339571489e-08,TRUE
"AC083870.1",-0.320776008524465,2.19766832734649e-08,-0.648615394779945,1.11448210709396e-08,TRUE
"ARHGAP29",0.51576133702956,2.38937853420404e-08,0.835547956156581,7.61027047664532e-10,TRUE
"FBLIM1",-1.32870363999759,2.4471820282553e-08,-1.4271556115287,2.407713280054e-08,TRUE
"MNAT1",-0.459343787065098,2.48465434603005e-08,-0.518070338190411,1.25783941249551e-07,TRUE
"FAM110B",0.493484155331242,2.49995847327393e-08,0.616815768054401,2.06865307336392e-07,TRUE
"PAG1",-0.53147201262933,2.50782029173823e-08,-0.900101280306728,4.23424687315605e-08,TRUE
"NCAM2",0.718926474714562,2.56839914154088e-08,1.14042524161401,2.89324643989656e-09,TRUE
"SLC38A2",-0.68291181487557,2.58427633167126e-08,-0.721794386687009,2.42818739508324e-06,TRUE
"LRMDA",0.987151073823674,3.08293103329049e-08,0.59555173461851,2.87354995940233e-06,TRUE
"ADAMTS4",-1.76130170464954,3.87676013877944e-08,-2.26833399804574,1.07591844845034e-07,TRUE
"SCN4B",1.15383332411053,3.94984986968653e-08,1.36971437982363,1.78848294016501e-08,TRUE
"ARFGAP3",-0.781886250468935,3.94984986968653e-08,-0.871284459212323,5.03330505444502e-08,TRUE
"ASAP2",0.505255357431211,4.60411267501477e-08,0.728005770756607,7.32299734192361e-08,TRUE
"MX2",0.892579973948634,5.13519450289696e-08,0.95387805339148,3.48117595452576e-08,TRUE
"EGFR",-0.509486825666261,5.68277109841827e-08,-0.659048457310042,1.20827758200798e-07,TRUE
"SAMHD1",-1.15211313671409,6.10836080800184e-08,-1.09231410171529,1.21033914899742e-08,TRUE
"KLF9",-1.00818424905894,6.51367568663752e-08,-0.891624715068214,1.30661074777237e-08,TRUE
"SYNE1",0.983890157555304,6.70134776338716e-08,0.62553414870488,1.16662846034208e-07,TRUE
"CTNNA3",1.07604752318282,6.85883564900131e-08,0.450286717314248,0.000105849096835612,TRUE
"TNIK",1.23847857638866,7.77841864172184e-08,0.589640696931123,1.90304165104068e-06,TRUE
"AC072022.2",-2.02836585635223,7.80394223768232e-08,-2.00383899624695,3.70944829682212e-08,TRUE
"AC006460.2",0.65275761912737,9.81006427317987e-08,0.827942051477165,1.47564782238056e-08,TRUE
"KDM2B",0.905879567106899,9.81006427317987e-08,0.817919332063143,8.19504970045924e-09,TRUE
"LINC02664",0.927295373078942,1.02024067657158e-07,1.16191760025802,3.83997521037879e-07,TRUE
"OSMR",-0.948354189833828,1.10229632276399e-07,-1.05098815804025,1.29750523274122e-05,TRUE
"RIPOR2",1.11763113132873,1.2517536147712e-07,0.812809192652571,2.34147689942172e-06,TRUE
"PLA2G5",-0.338908177227802,1.35668632499234e-07,-0.993118466096468,9.09939044049886e-09,TRUE
"FLT1",-0.738967768196494,1.36098199825375e-07,-1.06462163407919,8.18818053213065e-07,TRUE
"PPP1CB",-0.666768037842577,1.36491059889673e-07,-0.79028467456292,1.14833296266063e-06,TRUE
"SMARCD3",-0.903413879674644,1.43453351572074e-07,-0.946662172400543,1.68773464880937e-07,TRUE
"CPQ",0.511884399633514,1.7283940602265e-07,0.514349266659076,7.09875241069746e-07,TRUE
"C1QTNF7",0.861087953839208,1.77046076075955e-07,1.01724376114455,2.26612502286294e-07,TRUE
"SPIN1",0.50282399935372,1.77046076075955e-07,0.382305482999426,4.05493411125188e-05,TRUE
"PNPLA7",1.29133930295315,1.78974821626492e-07,0.79995290970164,2.85919105225607e-05,TRUE
"EPOR",-1.31695183262076,1.83255542629311e-07,-1.40852705272658,2.25436525535926e-07,TRUE
"DCAF1",-0.679181574718291,1.96932828228163e-07,-0.667220435824198,5.1159883986889e-07,TRUE
"SEMA5B",1.44861463972254,1.96932828228163e-07,1.82961864446579,6.85580508889509e-09,TRUE
"MEF2C-AS1",0.573570246160788,2.09986114532803e-07,0.815181530657446,8.0463052455404e-09,TRUE
"DDR2",0.432068088106497,2.153163254725e-07,0.588318186061091,3.07009160162026e-07,TRUE
"TLR5",1.45729795012078,2.36675061959003e-07,1.59719047886427,9.3388796910466e-08,TRUE
"TET1",0.785995488185553,2.39963140211357e-07,0.959351382927038,3.54195577794928e-08,TRUE
"LPCAT3",-0.667243862789059,2.39963140211357e-07,-0.663576221688209,3.27313696448173e-06,TRUE
"PTPRG",-0.218084305552544,2.48211205276101e-07,-0.392326281524938,5.28634159971265e-06,TRUE
"HMGCLL1",0.872967769091125,2.52134762342617e-07,1.19180514089681,2.76594897564369e-08,TRUE
"MTHFD2",-0.865465564987661,2.70994707396512e-07,-0.921192198272033,2.13122102271411e-07,TRUE
"ARNTL",-1.0253339244692,2.70994707396512e-07,-1.1429222492346,2.03177953745257e-06,TRUE
"MGAT5",0.482509175148336,2.73594408507983e-07,0.471799127525375,9.84103674764515e-07,TRUE
"STAC",1.23893335231035,2.73594408507983e-07,1.53732305545991,1.25783941249551e-07,TRUE
"C5orf56",0.70016247008741,2.7471154945313e-07,0.504417778479218,4.51621843012076e-05,TRUE
"CCDC18-AS1",0.408624544650601,2.76715522709213e-07,0.672262696725745,2.42552527116328e-08,TRUE
"PRCD",1.05961109194229,2.78608662081787e-07,1.12390377491174,9.84103674764515e-07,TRUE
"AC079209.2",-1.06234300824258,2.86080780364859e-07,-1.1973880076146,6.21336009986899e-07,TRUE
"RORA",0.397052241400016,2.88391685638125e-07,0.736615116341448,6.85580508889509e-09,TRUE
"INTS6",-0.629772205399433,3.02241190714951e-07,-0.713531820242695,1.02011397698208e-05,TRUE
"NPAS3",0.500970384903359,3.18650584100692e-07,0.749643979129112,6.36351149461333e-08,TRUE
"IFIT5",-1.31702293401171,3.63857057819537e-07,-1.36176046547969,3.29280933322914e-07,TRUE
"IFT43",-0.487011794551646,3.63857057819537e-07,-0.692067786963537,2.20135787452409e-06,TRUE
"SLC25A18",-2.13037282276858,3.63857057819537e-07,-2.16366126807843,4.66551667158061e-07,TRUE
"FAM27C",-0.880264579798371,3.71631058221694e-07,-1.03245784049826,3.02212739091191e-06,TRUE
"PTEN",-0.302358626844985,3.80229181125394e-07,-0.619176238612327,7.57865802383843e-08,TRUE
"KIAA1217",1.09373050154704,3.9095000865292e-07,0.451278652637251,0.000176328093034188,TRUE
"MFGE8",-0.329815555809514,4.05849057642568e-07,-0.478271269886286,1.76852581814497e-07,TRUE
"CEP112",0.580397433864655,4.16265821854126e-07,0.630923565278152,2.24441336311088e-07,TRUE
"FGF1",0.624978655423462,4.36122620327262e-07,0.881263965768933,8.33755712868748e-07,TRUE
"TLN2",0.824461705500663,4.36122620327262e-07,0.98865474522908,2.8137927960112e-05,TRUE
"MDGA1",1.20023063536758,4.44561068208859e-07,1.20569986454995,4.33340750713375e-07,TRUE
"PIP5K1B",0.891822066582766,4.44561068208859e-07,0.734298195182994,5.59526950558552e-06,TRUE
"TCF25",-0.389803270002067,4.65939282156883e-07,-0.444036624703192,1.64950391524848e-06,TRUE
"ADAMTS1",-1.56366045852311,4.65939282156883e-07,-1.82250630590856,8.74389452295306e-07,TRUE
"NHSL2",0.790785158500372,4.65939282156883e-07,1.05194427786585,4.75665098658388e-07,TRUE
"GNG2",1.08357280638355,4.67738880907221e-07,0.978789406715443,5.56582974347575e-08,TRUE
"EIF4A1",-1.39341634092519,4.74398122705179e-07,-0.76984503691121,3.47845083341753e-06,TRUE
"SMURF1",-0.424252423440708,4.89690825942475e-07,-0.604981443849052,5.25335654450177e-06,TRUE
"PDE10A",-0.880084943443953,5.65305836845217e-07,-1.77488185231928,6.99128813786734e-07,TRUE
"ARHGEF7",-0.390688028782245,5.66604557481735e-07,-0.607760087641142,1.25394014391827e-07,TRUE
"GBE1",-0.632291166085532,5.86298596536692e-07,-0.483280001917486,0.00018597583213018,TRUE
"DKK3",0.925014064832524,5.86298596536692e-07,0.704093330732687,4.58639877225058e-06,TRUE
"ABR",0.703646673868958,6.01125001121895e-07,0.330717592207322,0.00196581778108565,TRUE
"PIR",-0.687768419135436,6.49997103068408e-07,-0.792091737857502,5.01821386386648e-07,TRUE
"AC072022.1",-1.31719120491638,6.73069265072213e-07,-1.34847816818675,8.35757298952177e-07,TRUE
"PTBP2",-0.371357590323532,6.94183824664195e-07,-0.524400272669484,9.21692952998986e-08,TRUE
"RMST",1.62129374939894,7.00703165495794e-07,1.53570757666498,5.31254916048391e-07,TRUE
"ATP1A2",0.978307871986685,7.15251579539173e-07,1.26155953715209,4.86879138472503e-07,TRUE
"ZNF559",0.716820764850349,7.17962534640554e-07,0.720800568407565,2.88867366592881e-06,TRUE
"HCG27",1.09180033651568,7.87905915357023e-07,1.20141160228877,1.19756898641521e-07,TRUE
"GAB1",0.605768047901693,8.25060523607351e-07,0.672004481563086,8.91817128947568e-08,TRUE
"PKIG",0.552563188839196,8.25060523607351e-07,0.74081917378071,2.10340661123168e-06,TRUE
"SERPINI1",1.27485899754515,8.43876678724727e-07,1.3844869931578,4.66490863344374e-07,TRUE
"PLAGL1",0.64441775604172,8.43876678724727e-07,0.5341391018912,4.25391055181188e-05,TRUE
"ZEB1-AS1",0.58719101713468,8.43876678724727e-07,0.762310592922974,3.07499986723466e-06,TRUE
"CPED1",1.29073175832479,8.52868303386845e-07,0.549034344428413,3.8060079763131e-05,TRUE
"KALRN",-0.470234044232156,8.52993890270018e-07,-0.856774167620567,7.80962171942436e-07,TRUE
"RALGPS1",0.65420807562564,8.52993890270018e-07,0.811528985325144,1.4389179067094e-07,TRUE
"COL6A3",1.10634083767423,8.7235730146236e-07,0.867492562280966,5.92222544357825e-10,TRUE
"MAPK10",0.583458756558916,8.87581452224907e-07,0.788921389606008,1.90565590159341e-06,TRUE
"GHR",0.628720819008233,1.0607801935881e-06,0.83447214382324,1.64950391524848e-06,TRUE
"ANKRD16",0.879423651347933,1.06394333278833e-06,0.727092790958596,3.47845083341753e-06,TRUE
"AP2A1",-0.554890067696878,1.06394333278833e-06,-0.591168367053016,4.13077222948824e-06,TRUE
"IGFBP4",-0.989340238889807,1.14578292603409e-06,-0.69833292794459,0.000219833824581876,TRUE
"STAT3",-0.486467801956337,1.15655056456417e-06,-0.58556977462384,1.02723854568956e-05,TRUE
"PLCE1",0.537237256836351,1.18168217981655e-06,0.977879563592051,2.1829965776043e-08,TRUE
"MAST4",0.641991245126332,1.20625422043769e-06,0.568843799982855,2.49518886280959e-06,TRUE
"PRKCE",0.467982512059694,1.26848543771849e-06,0.294378107046244,0.00148585019166605,TRUE
"EPAS1",-0.434383368929681,1.30356490455408e-06,-0.667465820590396,1.19050061691477e-07,TRUE
"ARHGAP44",0.561617149961012,1.30356490455408e-06,0.70626506847103,3.89717900746996e-06,TRUE
"PACSIN2",-0.380877618607566,1.33556846837105e-06,-0.657283922992894,1.95414713950431e-07,TRUE
"MYO18A",1.29781117921122,1.3578703166552e-06,0.658879768248283,1.55321245664934e-05,TRUE
"POR",-0.553198698826161,1.36737155954935e-06,-0.570679563059817,2.09063987428925e-05,TRUE
"ADAMTSL4-AS1",-0.67440183283435,1.46671635207288e-06,-0.759841371363321,2.42914776022643e-06,TRUE
"ESR1",1.75471053443711,1.46914665684001e-06,1.039588992168,1.16662846034208e-07,TRUE
"ZNF189",-0.721862296601666,1.49410017353312e-06,-0.781082415525951,2.23164693132159e-06,TRUE
"FBXL7",0.451441592634335,1.58920059505707e-06,0.434127715206005,1.2660924000813e-05,TRUE
"ADCY3",-0.685464364800066,1.62290094894998e-06,-0.947300348390275,1.39699235714498e-05,TRUE
"AC017002.5",-0.991669359026697,1.62754172148376e-06,-1.20035380421302,7.40849911455319e-06,TRUE
"PTPN11",-0.589107180634248,1.62754172148376e-06,-0.605361016618614,3.06096019424298e-06,TRUE
"MAP4",-0.384169305546578,1.64297419444821e-06,-0.466837408458775,7.96552903577174e-06,TRUE
"MPRIP",0.331045123310588,1.64297419444821e-06,0.588102214089988,5.1159883986889e-07,TRUE
"SRSF5",0.473313869897184,1.70249730153441e-06,0.40463825194666,2.25599123612965e-05,TRUE
"TGFB3",-0.84502035536015,1.72817331434825e-06,-1.0170186460807,2.37965791576768e-06,TRUE
"ETF1",-0.850776790974948,1.73847268916088e-06,-0.777686956969502,2.16150789228283e-05,TRUE
"SCP2",0.796165685383494,1.86717842531604e-06,0.433229980976558,0.000482255355787275,TRUE
"YARS",-0.800737516178276,1.88171720593205e-06,-0.82926146564687,5.66225114589267e-06,TRUE
"AHCYL1",-0.565122048232256,1.98132251679848e-06,-0.483702272945995,0.000185712940618485,TRUE
"SLC8A1-AS1",1.26630634520126,1.98145859413741e-06,0.822612432099313,2.95340934546933e-07,TRUE
"DOCK10",0.891452134676759,1.98145859413741e-06,0.932403295287165,1.5516011190431e-05,TRUE
"ZNF462",0.717373334460668,1.98255818297701e-06,0.63982448654901,7.25317440068419e-06,TRUE
"IL34",1.48306697852061,2.02434091605354e-06,1.83053036422985,2.36739381033358e-06,TRUE
"SP110",0.850076346785535,2.05850005294205e-06,0.772688931317743,1.04058284020668e-05,TRUE
"TTC3",0.602552074465803,2.05850005294205e-06,0.347989502385193,0.000235418759357904,TRUE
"SMIM12",-0.689503045000739,2.10960083707062e-06,-0.903117302241945,1.78679156541746e-06,TRUE
"SYTL2",0.972123387283999,2.16705678931675e-06,1.28166859208954,2.36739381033358e-06,TRUE
"TMTC1",-0.487474435885981,2.26560280746539e-06,-0.77700117968339,2.37965791576768e-06,TRUE
"MLXIP",0.477215497879536,2.37664380675371e-06,0.500228435665018,9.39519005512965e-06,TRUE
"C1orf21",-0.858880665842647,2.42094630324564e-06,-0.789996327908746,5.59077018771516e-06,TRUE
"SSTR2",-1.81572230903761,2.44133896970026e-06,-1.84838745881126,3.979013997374e-06,TRUE
"HNRNPA2B1",-0.385098379271449,2.51637768757285e-06,-0.259285515120202,9.60324359020702e-05,TRUE
"XAF1",0.941802358399389,2.62283282160248e-06,0.734782869892558,2.18030600840576e-05,TRUE
"AC002451.1",-0.840182375385466,2.75226019228702e-06,-0.843268768661503,2.24441336311088e-07,TRUE
"SELENBP1",0.838763414370858,2.84138158212876e-06,0.95121645551679,1.78679156541746e-06,TRUE
"JADE1",-0.718951409032714,2.8993714247862e-06,-0.770028217748652,8.33753003011216e-06,TRUE
"ARHGAP12",0.755215971838028,2.8993714247862e-06,0.641356484729689,5.32774128712982e-07,TRUE
"BMPR1A",0.325403135155983,2.9297301035511e-06,0.285731959107268,0.000476817355936093,TRUE
"CREB3L2",-0.581953053233189,2.98790465102575e-06,-0.798762220156102,9.47083386222166e-06,TRUE
"NMRAL1",-0.837199256967017,3.07970672329865e-06,-0.778792911470804,4.99698729807769e-05,TRUE
"PRRT2",1.41070781821481,3.22455911537041e-06,1.50273506934607,2.3656448260406e-06,TRUE
"AC002546.1",-1.30538180014057,3.22455911537041e-06,-1.31384964877152,3.80093703678265e-05,TRUE
"TEAD3",-0.622107892051126,3.23940762992503e-06,-0.684519331793151,3.63299538010007e-06,TRUE
"H2AFY2",-0.811051830673457,3.30595806302467e-06,-0.825060270049273,1.0689566244664e-05,TRUE
"TCAF2",1.09539143069179,3.37548786984898e-06,1.18262957440116,2.38635035093307e-06,TRUE
"PLCL1",0.351737123942306,3.39164437371504e-06,0.710937367879751,2.76399800423529e-08,TRUE
"MAP3K5",0.4940492827465,3.45437737708261e-06,0.51544448136306,0.00031129956377983,TRUE
"NOCT",-0.704324510217858,3.55247793698411e-06,-0.745000451390655,1.90394656842992e-06,TRUE
"DIP2C",0.46543210481429,3.62874342144788e-06,0.335345859347874,0.00108714368383177,TRUE
"TPCN1",0.519608538751091,3.82409497208279e-06,0.542040701956836,0.00018099623124933,TRUE
"CBLB",-0.622756240398075,3.84077229063936e-06,-0.510812261892155,3.73694431190917e-06,TRUE
"TRIM56",-0.500422835785517,3.84077229063936e-06,-0.528532386799593,1.96741539805136e-05,TRUE
"FOXK2",-0.399131733908381,3.85636277295729e-06,-0.374837500720452,0.000324697756414246,TRUE
"COL4A1",-0.70094047988406,3.93720218730871e-06,-1.16444712408121,1.48349112098548e-05,TRUE
"WDR43",-0.66869533707301,3.94865924945642e-06,-0.70984920587375,1.07480103069455e-05,TRUE
"AC069437.1",1.31296580644694,3.94865924945642e-06,1.51381989493758,3.01416890274485e-06,TRUE
"SLC25A27",0.769048462816271,4.00378689018485e-06,0.479770635900527,0.000125349419085624,TRUE
"LPL",-0.759110705192063,4.00378689018485e-06,-0.679877158327315,1.64950391524848e-06,TRUE
"ZNF704",0.758847717894815,4.04188853296363e-06,0.709932452060757,3.42586394574697e-05,TRUE
"COL4A2",-0.50264277295687,4.45181299093555e-06,-0.991755308082425,8.94581285765979e-06,TRUE
"AL645568.1",0.750417874650754,4.49269208423169e-06,0.537221555600609,0.000720630366504282,TRUE
"MSH2",1.0028644040023,4.61578075808752e-06,0.960712435238446,8.33755712868748e-07,TRUE
"TGFBI",1.32054972323721,4.61578075808752e-06,0.787833527723171,0.000114417036551849,TRUE
"ELL2",-1.24451563162862,4.65454146572793e-06,-0.645745112580302,0.000114821913472982,TRUE
"RNF144A",0.572956152231773,4.79817584795572e-06,0.698014453685617,6.50368715991609e-06,TRUE
"TASP1",-0.556813832973121,4.79817584795572e-06,-0.646794495478953,4.9422307183704e-05,TRUE
"ECM2",0.517039120251303,4.8126269221519e-06,0.686962309694918,5.31254916048391e-07,TRUE
"FTSJ1",-0.976940362408388,4.8126269221519e-06,-0.906705364809659,2.9263963481237e-05,TRUE
"MIR4435-2HG",-0.609900441530013,4.89241843782702e-06,-1.0478496282178,6.62488790016896e-06,TRUE
"FAXDC2",0.712516570415895,5.09643254069964e-06,0.643818530440266,6.11831813009341e-06,TRUE
"FAT1",0.589305011589449,5.25724042244338e-06,0.71253015695088,2.71377128063133e-05,TRUE
"PSMA5",-0.765838605592566,5.36154432594505e-06,-0.793088112888125,8.8991304626755e-06,TRUE
"AC068888.1",-0.495743250085351,5.40938021501725e-06,-0.476270766645227,6.36626949734715e-05,TRUE
"FRMD6",0.631298280688474,5.63095881706692e-06,0.686293112251873,3.93837990447449e-06,TRUE
"PBX1",-0.229150841363743,5.81969680667134e-06,-0.405991800950116,8.21437005547709e-06,TRUE
"NR3C1",0.458021459868758,5.84369119481305e-06,0.390007916613402,0.000126118587538997,TRUE
"MGLL",0.496663564471001,5.86575001993687e-06,0.734281473943639,1.14477969996184e-05,TRUE
"NPAS2",-1.17391799464599,6.0808101175351e-06,-0.867487933993558,0.000105748296250226,TRUE
"SLC16A12",-0.553873748756834,6.31795818229315e-06,-0.871000645914394,7.7544834509548e-06,TRUE
"SLC4A7",-0.719771508979895,6.7944049789022e-06,-0.957436476354764,3.87874803011743e-07,TRUE
"CAPZB",-0.273058361205997,6.84172508657985e-06,-0.329084598016493,3.83573252909696e-05,TRUE
"SMIM3",-0.52484385752524,6.84172508657985e-06,-0.586405904447513,5.59526950558552e-06,TRUE
"HLTF",0.752397352404321,6.93799789862407e-06,0.714825398576325,6.82896578570369e-06,TRUE
"CDH6",0.776153699033141,7.18098320736108e-06,0.830711808523711,0.00032702838221097,TRUE
"PER2",0.914766863812815,7.26109330097786e-06,0.917240413981337,2.08827319070154e-05,TRUE
"GRIP2",1.13533510851013,7.31492910595024e-06,0.888146611128892,2.56630556761183e-05,TRUE
"TACC1",-0.273147313718218,7.75999816666119e-06,-0.441551989682107,7.41018009670235e-06,TRUE
"SLC8A1",0.958172000552405,8.16105992327874e-06,0.429044166172777,2.83208911103378e-06,TRUE
"CIRBP",0.475362234104965,8.45045166937557e-06,0.306149215478113,0.00281286567674239,TRUE
"OPCML",1.41858085832845,8.84971326451929e-06,1.39425892850652,3.77399276564533e-06,TRUE
"FNDC3B",-0.332077162113258,8.95730461899939e-06,-0.382722515628744,2.1020496683133e-05,TRUE
